id,original_id,split,target_prefix_ratio,visible_ratio,prefix_tokens,total_tokens,hidden_tokens,prefix_utterance,masked_utterance,full_utterance,full_label,label,label_source
deepseek3000-01789__p080,deepseek3000-01789,train,0.80,0.857143,6,7,1,Catch the ball when I throw,Catch the ball when I throw <MASK>,Catch the ball when I throw it.,motion_query,wait,motion_cue_not_seen
deepseek3000-01789__p100,deepseek3000-01789,train,1.00,1.000000,7,7,0,Catch the ball when I throw it.,Catch the ball when I throw it.,Catch the ball when I throw it.,motion_query,motion_query,complete_input
deepseek3000-00237__p020,deepseek3000-00237,train,0.20,0.250000,2,8,6,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you help me study for my exam?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00237__p040,deepseek3000-00237,train,0.40,0.500000,4,8,4,Can you help me,Can you help me <MASK> <MASK> <MASK> <MASK>,Can you help me study for my exam?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00237__p060,deepseek3000-00237,train,0.60,0.625000,5,8,3,Can you help me study,Can you help me study <MASK> <MASK> <MASK>,Can you help me study for my exam?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00237__p080,deepseek3000-00237,train,0.80,0.875000,7,8,1,Can you help me study for my,Can you help me study for my <MASK>,Can you help me study for my exam?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00237__p100,deepseek3000-00237,train,1.00,1.000000,8,8,0,Can you help me study for my exam?,Can you help me study for my exam?,Can you help me study for my exam?,chat,chat,complete_input
deepseek3000-00459__p020,deepseek3000-00459,train,0.20,0.200000,1,5,4,Catch,Catch <MASK> <MASK> <MASK> <MASK>,Catch the ball I throw.,motion_query,wait,motion_cue_not_seen
deepseek3000-00459__p040,deepseek3000-00459,train,0.40,0.400000,2,5,3,Catch the,Catch the <MASK> <MASK> <MASK>,Catch the ball I throw.,motion_query,wait,motion_cue_not_seen
deepseek3000-00459__p060,deepseek3000-00459,train,0.60,0.600000,3,5,2,Catch the ball,Catch the ball <MASK> <MASK>,Catch the ball I throw.,motion_query,wait,motion_cue_not_seen
deepseek3000-00459__p080,deepseek3000-00459,train,0.80,0.800000,4,5,1,Catch the ball I,Catch the ball I <MASK>,Catch the ball I throw.,motion_query,wait,motion_cue_not_seen
deepseek3000-00459__p100,deepseek3000-00459,train,1.00,1.000000,5,5,0,Catch the ball I throw.,Catch the ball I throw.,Catch the ball I throw.,motion_query,motion_query,complete_input
deepseek3000-01312__p020,deepseek3000-01312,train,0.20,0.250000,2,8,6,What are,What are <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What are your thoughts on the latest movie?,chat,chat,text_cue_seen
deepseek3000-01312__p040,deepseek3000-01312,train,0.40,0.500000,4,8,4,What are your thoughts,What are your thoughts <MASK> <MASK> <MASK> <MASK>,What are your thoughts on the latest movie?,chat,chat,text_cue_seen
deepseek3000-01312__p060,deepseek3000-01312,train,0.60,0.625000,5,8,3,What are your thoughts on,What are your thoughts on <MASK> <MASK> <MASK>,What are your thoughts on the latest movie?,chat,chat,text_cue_seen
deepseek3000-01312__p080,deepseek3000-01312,train,0.80,0.875000,7,8,1,What are your thoughts on the latest,What are your thoughts on the latest <MASK>,What are your thoughts on the latest movie?,chat,chat,text_cue_seen
deepseek3000-01312__p100,deepseek3000-01312,train,1.00,1.000000,8,8,0,What are your thoughts on the latest movie?,What are your thoughts on the latest movie?,What are your thoughts on the latest movie?,chat,chat,complete_input
deepseek3000-02709__p020,deepseek3000-02709,train,0.20,0.333333,2,6,4,Why is,Why is <MASK> <MASK> <MASK> <MASK>,Why is my computer running slow?,chat,chat,text_cue_seen
deepseek3000-02709__p040,deepseek3000-02709,train,0.40,0.500000,3,6,3,Why is my,Why is my <MASK> <MASK> <MASK>,Why is my computer running slow?,chat,chat,text_cue_seen
deepseek3000-02709__p060,deepseek3000-02709,train,0.60,0.666667,4,6,2,Why is my computer,Why is my computer <MASK> <MASK>,Why is my computer running slow?,chat,chat,text_cue_seen
deepseek3000-02709__p080,deepseek3000-02709,train,0.80,0.833333,5,6,1,Why is my computer running,Why is my computer running <MASK>,Why is my computer running slow?,chat,chat,text_cue_seen
deepseek3000-02709__p100,deepseek3000-02709,train,1.00,1.000000,6,6,0,Why is my computer running slow?,Why is my computer running slow?,Why is my computer running slow?,chat,chat,complete_input
deepseek3000-00506__p020,deepseek3000-00506,train,0.20,0.200000,1,5,4,What,What <MASK> <MASK> <MASK> <MASK>,What are your favorite colors?,chat,chat,text_cue_seen
deepseek3000-00506__p040,deepseek3000-00506,train,0.40,0.400000,2,5,3,What are,What are <MASK> <MASK> <MASK>,What are your favorite colors?,chat,chat,text_cue_seen
deepseek3000-00506__p060,deepseek3000-00506,train,0.60,0.600000,3,5,2,What are your,What are your <MASK> <MASK>,What are your favorite colors?,chat,chat,text_cue_seen
deepseek3000-00506__p080,deepseek3000-00506,train,0.80,0.800000,4,5,1,What are your favorite,What are your favorite <MASK>,What are your favorite colors?,chat,chat,text_cue_seen
deepseek3000-00506__p100,deepseek3000-00506,train,1.00,1.000000,5,5,0,What are your favorite colors?,What are your favorite colors?,What are your favorite colors?,chat,chat,complete_input
deepseek3000-00296__p020,deepseek3000-00296,train,0.20,0.250000,2,8,6,What capabilities,What capabilities <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What capabilities do you have as a robot?,chat,chat,text_cue_seen
deepseek3000-00296__p040,deepseek3000-00296,train,0.40,0.500000,4,8,4,What capabilities do you,What capabilities do you <MASK> <MASK> <MASK> <MASK>,What capabilities do you have as a robot?,chat,chat,text_cue_seen
deepseek3000-00296__p060,deepseek3000-00296,train,0.60,0.625000,5,8,3,What capabilities do you have,What capabilities do you have <MASK> <MASK> <MASK>,What capabilities do you have as a robot?,chat,chat,text_cue_seen
deepseek3000-00296__p080,deepseek3000-00296,train,0.80,0.875000,7,8,1,What capabilities do you have as a,What capabilities do you have as a <MASK>,What capabilities do you have as a robot?,chat,chat,text_cue_seen
deepseek3000-00296__p100,deepseek3000-00296,train,1.00,1.000000,8,8,0,What capabilities do you have as a robot?,What capabilities do you have as a robot?,What capabilities do you have as a robot?,chat,chat,complete_input
deepseek3000-00247__p020,deepseek3000-00247,train,0.20,0.200000,2,10,8,Show me,Show me <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Show me how to tie a knot by doing it.,motion_query,motion_query,motion_cue_seen
deepseek3000-00247__p040,deepseek3000-00247,train,0.40,0.400000,4,10,6,Show me how to,Show me how to <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Show me how to tie a knot by doing it.,motion_query,motion_query,motion_cue_seen
deepseek3000-00247__p060,deepseek3000-00247,train,0.60,0.600000,6,10,4,Show me how to tie a,Show me how to tie a <MASK> <MASK> <MASK> <MASK>,Show me how to tie a knot by doing it.,motion_query,motion_query,motion_cue_seen
deepseek3000-00247__p080,deepseek3000-00247,train,0.80,0.800000,8,10,2,Show me how to tie a knot by,Show me how to tie a knot by <MASK> <MASK>,Show me how to tie a knot by doing it.,motion_query,motion_query,motion_cue_seen
deepseek3000-00247__p100,deepseek3000-00247,train,1.00,1.000000,10,10,0,Show me how to tie a knot by doing it.,Show me how to tie a knot by doing it.,Show me how to tie a knot by doing it.,motion_query,motion_query,complete_input
deepseek3000-02234__p020,deepseek3000-02234,train,0.20,0.333333,2,6,4,Lead me,Lead me <MASK> <MASK> <MASK> <MASK>,Lead me out of this room.,motion_query,wait,motion_cue_not_seen
deepseek3000-02234__p040,deepseek3000-02234,train,0.40,0.500000,3,6,3,Lead me out,Lead me out <MASK> <MASK> <MASK>,Lead me out of this room.,motion_query,wait,motion_cue_not_seen
deepseek3000-02234__p060,deepseek3000-02234,train,0.60,0.666667,4,6,2,Lead me out of,Lead me out of <MASK> <MASK>,Lead me out of this room.,motion_query,wait,motion_cue_not_seen
deepseek3000-02234__p080,deepseek3000-02234,train,0.80,0.833333,5,6,1,Lead me out of this,Lead me out of this <MASK>,Lead me out of this room.,motion_query,wait,motion_cue_not_seen
deepseek3000-02234__p100,deepseek3000-02234,train,1.00,1.000000,6,6,0,Lead me out of this room.,Lead me out of this room.,Lead me out of this room.,motion_query,motion_query,complete_input
deepseek3000-01913__p020,deepseek3000-01913,train,0.20,0.285714,2,7,5,Bring me,Bring me <MASK> <MASK> <MASK> <MASK> <MASK>,Bring me my glasses from the nightstand.,motion_query,motion_query,motion_cue_seen
deepseek3000-01913__p040,deepseek3000-01913,train,0.40,0.428571,3,7,4,Bring me my,Bring me my <MASK> <MASK> <MASK> <MASK>,Bring me my glasses from the nightstand.,motion_query,motion_query,motion_cue_seen
deepseek3000-01913__p060,deepseek3000-01913,train,0.60,0.714286,5,7,2,Bring me my glasses from,Bring me my glasses from <MASK> <MASK>,Bring me my glasses from the nightstand.,motion_query,motion_query,motion_cue_seen
deepseek3000-01913__p080,deepseek3000-01913,train,0.80,0.857143,6,7,1,Bring me my glasses from the,Bring me my glasses from the <MASK>,Bring me my glasses from the nightstand.,motion_query,motion_query,motion_cue_seen
deepseek3000-01913__p100,deepseek3000-01913,train,1.00,1.000000,7,7,0,Bring me my glasses from the nightstand.,Bring me my glasses from the nightstand.,Bring me my glasses from the nightstand.,motion_query,motion_query,complete_input
deepseek3000-01274__p020,deepseek3000-01274,train,0.20,0.285714,2,7,5,Raise your,Raise your <MASK> <MASK> <MASK> <MASK> <MASK>,Raise your arm to stop the traffic.,motion_query,motion_query,motion_cue_seen
deepseek3000-01274__p040,deepseek3000-01274,train,0.40,0.428571,3,7,4,Raise your arm,Raise your arm <MASK> <MASK> <MASK> <MASK>,Raise your arm to stop the traffic.,motion_query,motion_query,motion_cue_seen
deepseek3000-01274__p060,deepseek3000-01274,train,0.60,0.714286,5,7,2,Raise your arm to stop,Raise your arm to stop <MASK> <MASK>,Raise your arm to stop the traffic.,motion_query,motion_query,motion_cue_seen
deepseek3000-01274__p080,deepseek3000-01274,train,0.80,0.857143,6,7,1,Raise your arm to stop the,Raise your arm to stop the <MASK>,Raise your arm to stop the traffic.,motion_query,motion_query,motion_cue_seen
deepseek3000-01274__p100,deepseek3000-01274,train,1.00,1.000000,7,7,0,Raise your arm to stop the traffic.,Raise your arm to stop the traffic.,Raise your arm to stop the traffic.,motion_query,motion_query,complete_input
deepseek3000-00450__p020,deepseek3000-00450,train,0.20,0.200000,2,10,8,I'm feeling,I'm feeling <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,I'm feeling a bit down; can you cheer me up?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00450__p040,deepseek3000-00450,train,0.40,0.400000,4,10,6,I'm feeling a bit,I'm feeling a bit <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,I'm feeling a bit down; can you cheer me up?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00450__p060,deepseek3000-00450,train,0.60,0.600000,6,10,4,I'm feeling a bit down; can,I'm feeling a bit down; can <MASK> <MASK> <MASK> <MASK>,I'm feeling a bit down; can you cheer me up?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00450__p080,deepseek3000-00450,train,0.80,0.800000,8,10,2,I'm feeling a bit down; can you cheer,I'm feeling a bit down; can you cheer <MASK> <MASK>,I'm feeling a bit down; can you cheer me up?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00450__p100,deepseek3000-00450,train,1.00,1.000000,10,10,0,I'm feeling a bit down; can you cheer me up?,I'm feeling a bit down; can you cheer me up?,I'm feeling a bit down; can you cheer me up?,chat,chat,complete_input
deepseek3000-02885__p020,deepseek3000-02885,train,0.20,0.333333,2,6,4,Give me,Give me <MASK> <MASK> <MASK> <MASK>,Give me advice on staying motivated.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02885__p040,deepseek3000-02885,train,0.40,0.500000,3,6,3,Give me advice,Give me advice <MASK> <MASK> <MASK>,Give me advice on staying motivated.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02885__p060,deepseek3000-02885,train,0.60,0.666667,4,6,2,Give me advice on,Give me advice on <MASK> <MASK>,Give me advice on staying motivated.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02885__p080,deepseek3000-02885,train,0.80,0.833333,5,6,1,Give me advice on staying,Give me advice on staying <MASK>,Give me advice on staying motivated.,chat,chat,high_ratio_no_motion_cue
deepseek3000-02885__p100,deepseek3000-02885,train,1.00,1.000000,6,6,0,Give me advice on staying motivated.,Give me advice on staying motivated.,Give me advice on staying motivated.,chat,chat,complete_input
deepseek3000-02374__p020,deepseek3000-02374,train,0.20,0.200000,2,10,8,I'm feeling,I'm feeling <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,"I'm feeling stressed, can you give me some relaxation tips?",chat,wait,chat_prefix_too_ambiguous
deepseek3000-02374__p040,deepseek3000-02374,train,0.40,0.400000,4,10,6,"I'm feeling stressed, can","I'm feeling stressed, can <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>","I'm feeling stressed, can you give me some relaxation tips?",chat,wait,chat_prefix_too_ambiguous
deepseek3000-02374__p060,deepseek3000-02374,train,0.60,0.600000,6,10,4,"I'm feeling stressed, can you give","I'm feeling stressed, can you give <MASK> <MASK> <MASK> <MASK>","I'm feeling stressed, can you give me some relaxation tips?",chat,wait,chat_prefix_too_ambiguous
deepseek3000-02374__p080,deepseek3000-02374,train,0.80,0.800000,8,10,2,"I'm feeling stressed, can you give me some","I'm feeling stressed, can you give me some <MASK> <MASK>","I'm feeling stressed, can you give me some relaxation tips?",chat,chat,high_ratio_no_motion_cue
deepseek3000-02374__p100,deepseek3000-02374,train,1.00,1.000000,10,10,0,"I'm feeling stressed, can you give me some relaxation tips?","I'm feeling stressed, can you give me some relaxation tips?","I'm feeling stressed, can you give me some relaxation tips?",chat,chat,complete_input
deepseek3000-01773__p020,deepseek3000-01773,train,0.20,0.285714,2,7,5,Tell me,Tell me <MASK> <MASK> <MASK> <MASK> <MASK>,Tell me about your capabilities in detail.,chat,chat,text_cue_seen
deepseek3000-01773__p040,deepseek3000-01773,train,0.40,0.428571,3,7,4,Tell me about,Tell me about <MASK> <MASK> <MASK> <MASK>,Tell me about your capabilities in detail.,chat,chat,text_cue_seen
deepseek3000-01773__p060,deepseek3000-01773,train,0.60,0.714286,5,7,2,Tell me about your capabilities,Tell me about your capabilities <MASK> <MASK>,Tell me about your capabilities in detail.,chat,chat,text_cue_seen
deepseek3000-01773__p080,deepseek3000-01773,train,0.80,0.857143,6,7,1,Tell me about your capabilities in,Tell me about your capabilities in <MASK>,Tell me about your capabilities in detail.,chat,chat,text_cue_seen
deepseek3000-01773__p100,deepseek3000-01773,train,1.00,1.000000,7,7,0,Tell me about your capabilities in detail.,Tell me about your capabilities in detail.,Tell me about your capabilities in detail.,chat,chat,complete_input
deepseek3000-00368__p020,deepseek3000-00368,train,0.20,0.285714,2,7,5,Tell me,Tell me <MASK> <MASK> <MASK> <MASK> <MASK>,Tell me how to reset my password.,chat,chat,text_cue_seen
deepseek3000-00368__p040,deepseek3000-00368,train,0.40,0.428571,3,7,4,Tell me how,Tell me how <MASK> <MASK> <MASK> <MASK>,Tell me how to reset my password.,chat,chat,text_cue_seen
deepseek3000-00368__p060,deepseek3000-00368,train,0.60,0.714286,5,7,2,Tell me how to reset,Tell me how to reset <MASK> <MASK>,Tell me how to reset my password.,chat,chat,text_cue_seen
deepseek3000-00368__p080,deepseek3000-00368,train,0.80,0.857143,6,7,1,Tell me how to reset my,Tell me how to reset my <MASK>,Tell me how to reset my password.,chat,chat,text_cue_seen
deepseek3000-00368__p100,deepseek3000-00368,train,1.00,1.000000,7,7,0,Tell me how to reset my password.,Tell me how to reset my password.,Tell me how to reset my password.,chat,chat,complete_input
deepseek3000-02519__p020,deepseek3000-02519,train,0.20,0.285714,2,7,5,Pick up,Pick up <MASK> <MASK> <MASK> <MASK> <MASK>,Pick up the cup on the counter.,motion_query,motion_query,motion_cue_seen
deepseek3000-02519__p040,deepseek3000-02519,train,0.40,0.428571,3,7,4,Pick up the,Pick up the <MASK> <MASK> <MASK> <MASK>,Pick up the cup on the counter.,motion_query,motion_query,motion_cue_seen
deepseek3000-02519__p060,deepseek3000-02519,train,0.60,0.714286,5,7,2,Pick up the cup on,Pick up the cup on <MASK> <MASK>,Pick up the cup on the counter.,motion_query,motion_query,motion_cue_seen
deepseek3000-02519__p080,deepseek3000-02519,train,0.80,0.857143,6,7,1,Pick up the cup on the,Pick up the cup on the <MASK>,Pick up the cup on the counter.,motion_query,motion_query,motion_cue_seen
deepseek3000-02519__p100,deepseek3000-02519,train,1.00,1.000000,7,7,0,Pick up the cup on the counter.,Pick up the cup on the counter.,Pick up the cup on the counter.,motion_query,motion_query,complete_input
deepseek3000-00498__p020,deepseek3000-00498,train,0.20,0.333333,2,6,4,Carry these,Carry these <MASK> <MASK> <MASK> <MASK>,Carry these files to the desk.,motion_query,wait,motion_cue_not_seen
